n_rl_m,chi_rl_rad,s_ref_rl_m,theta_ref_rl_rad,mu_ref_rl_rad,phi_ref_rl_rad,dtheta_ref_rl_radpm,dmu_ref_rl_radpm,dphi_ref_rl_radpm
-0.006755,0.000519,275.959949,0.63494,-0.002058,-0.017023,0.016692,-0.000176,-0.000118
-0.006217,0.000554,276.959804,0.651672,-0.002241,-0.017143,0.016777,-0.000192,-0.000122
-0.005652,0.000574,277.959659,0.668482,-0.002439,-0.017267,0.016849,-0.000204,-0.000125
-0.005075,0.000578,278.959514,0.685358,-0.002647,-0.017393,0.016908,-0.000213,-0.000126
-0.004502,0.000566,279.959369,0.702287,-0.002863,-0.017518,0.016955,-0.000219,-0.000126
-0.003949,0.00054,280.959224,0.719258,-0.003084,-0.017643,0.016992,-0.000223,-0.000124
-0.003426,0.000503,281.959079,0.736262,-0.00331,-0.017766,0.01702,-0.000227,-0.000122
-0.002945,0.000459,282.958934,0.75329,-0.003539,-0.017886,0.017041,-0.000231,-0.000119
-0.002509,0.000413,283.958789,0.770335,-0.003772,-0.018003,0.017055,-0.000235,-0.000115
-0.002119,0.000368,284.958643,0.787392,-0.004009,-0.018117,0.017063,-0.00024,-0.000111
-0.00177,0.00033,285.958498,0.804455,-0.004252,-0.018226,0.017068,-0.000246,-0.000107
-0.001456,0.000301,286.958353,0.821521,-0.004501,-0.01833,0.017069,-0.000252,-0.000102
-0.001165,0.000282,287.958208,0.838588,-0.004757,-0.01843,0.017069,-0.000258,-0.000098
-0.000887,0.000276,288.958063,0.855653,-0.005017,-0.018525,0.017067,-0.000263,-0.000093
-0.000611,0.000279,289.957918,0.872717,-0.005282,-0.018615,0.017065,-0.000266,-0.000088
-0.000326,0.000292,290.957773,0.889778,-0.005548,-0.018701,0.017063,-0.000267,-0.000083
-0.000025,0.00031,291.957628,0.906838,-0.005814,-0.018781,0.017062,-0.000265,-0.000078
0.000295,0.000331,292.957483,0.923897,-0.006077,-0.018856,0.017061,-0.00026,-0.000072
0.000636,0.000351,293.957337,0.940956,-0.006333,-0.018925,0.017062,-0.000253,-0.000067
0.000996,0.000368,294.957192,0.958018,-0.006582,-0.018989,0.017065,-0.000245,-0.00006
0.00137,0.000379,295.957047,0.975082,-0.006822,-0.019046,0.017069,-0.000236,-0.000054
0.001751,0.000382,296.956902,0.992153,-0.007054,-0.019096,0.017076,-0.000228,-0.000047
0.002131,0.000376,297.956757,1.00923,-0.007278,-0.019139,0.017083,-0.000221,-0.000039
0.0025,0.000362,298.956612,1.026315,-0.007498,-0.019174,0.017093,-0.000217,-0.000031
0.002851,0.000339,299.956467,1.04341,-0.007714,-0.019201,0.017103,-0.000216,-0.000023
0.003175,0.000309,300.956322,1.060516,-0.007931,-0.01922,0.017114,-0.000218,-0.000014
0.003466,0.000273,301.956177,1.077634,-0.008152,-0.019229,0.017125,-0.000223,-0.000005
0.003719,0.000233,302.956031,1.094762,-0.008379,-0.019229,0.017136,-0.000231,0.000005
0.003931,0.00019,303.955886,1.111901,-0.008614,-0.01922,0.017146,-0.00024,0.000014
0.0041,0.000148,304.955741,1.129049,-0.00886,-0.019201,0.017155,-0.000252,0.000023
0.004228,0.000109,305.955596,1.146204,-0.009118,-0.019173,0.01716,-0.000264,0.000032
0.004319,0.000073,306.955451,1.163363,-0.009388,-0.019137,0.017163,-0.000276,0.00004
0.004377,0.000044,307.955306,1.180522,-0.00967,-0.019094,0.01716,-0.000288,0.000046
0.00441,0.000024,308.955161,1.197676,-0.009963,-0.019046,0.017152,-0.000297,0.000051
0.004427,0.000012,309.955016,1.214819,-0.010263,-0.018993,0.017138,-0.000303,0.000054
0.004436,0.000008,310.954871,1.231943,-0.010566,-0.018939,0.017115,-0.000304,0.000054
0.004446,0.000012,311.954725,1.24904,-0.010867,-0.018885,0.017084,-0.000297,0.000053
0.004463,0.000023,312.95458,1.266101,-0.011157,-0.018835,0.017043,-0.000284,0.000049
0.004493,0.000039,313.954435,1.283116,-0.01143,-0.018789,0.016991,-0.000262,0.000043
0.004541,0.000058,314.95429,1.300073,-0.011677,-0.01875,0.016927,-0.000233,0.000035
0.00461,0.000081,315.954145,1.316958,-0.011893,-0.01872,0.01685,-0.000198,0.000025
0.004703,0.000105,316.954,1.33376,-0.012071,-0.018702,0.016758,-0.000159,0.000012
0.004822,0.000132,317.953855,1.350462,-0.012209,-0.018698,0.016651,-0.000117,-0.000004
0.004967,0.00016,318.95371,1.367049,-0.012306,-0.01871,0.016528,-0.000077,-0.000021
0.005141,0.000189,319.953565,1.383505,-0.012363,-0.018741,0.016388,-0.000037,-0.00004
0.005344,0.000218,320.953419,1.399812,-0.012382,-0.018791,0.016231,-0.000001,-0.00006
0.005576,0.000246,321.953274,1.415954,-0.012367,-0.018862,0.016056,0.000032,-0.000081
0.005836,0.000273,322.953129,1.431911,-0.01232,-0.018953,0.015863,0.000062,-0.000101
0.006121,0.000297,323.952984,1.447667,-0.012245,-0.019065,0.015652,0.000088,-0.000121
0.006428,0.000317,324.952839,1.463202,-0.012144,-0.019195,0.015423,0.000112,-0.000139
0.006753,0.000332,325.952694,1.478499,-0.012021,-0.019342,0.015175,0.000134,-0.000155
0.00709,0.000341,326.952549,1.493539,-0.011878,-0.019504,0.01491,0.000153,-0.000169
0.007433,0.000344,327.952404,1.508306,-0.011717,-0.019679,0.014628,0.000169,-0.000181
0.007776,0.000341,328.952259,1.522783,-0.011541,-0.019864,0.01433,0.000183,-0.00019
0.008112,0.00033,329.952113,1.536954,-0.011353,-0.020057,0.014015,0.000194,-0.000196
0.008434,0.000313,330.951968,1.550802,-0.011155,-0.020255,0.013686,0.000201,-0.0002
0.008736,0.00029,331.951823,1.564315,-0.010952,-0.020455,0.013343,0.000206,-0.000201
0.009012,0.000261,332.951678,1.577479,-0.010745,-0.020656,0.012988,0.000207,-0.000201
0.009256,0.000226,333.951533,1.590282,-0.010539,-0.020855,0.012622,0.000205,-0.000198
0.009463,0.000187,334.951388,1.602714,-0.010336,-0.021051,0.012245,0.000201,-0.000194
0.009629,0.000145,335.951243,1.614764,-0.010137,-0.021242,0.01186,0.000196,-0.000188
0.009751,0.000099,336.951098,1.626426,-0.009945,-0.021427,0.011467,0.000188,-0.000181
0.009827,0.000052,337.950953,1.637693,-0.009761,-0.021605,0.011069,0.00018,-0.000174
0.009855,0.000004,338.950807,1.648559,-0.009585,-0.021774,0.010667,0.000172,-0.000165
0.009834,-0.000045,339.950662,1.659022,-0.009417,-0.021934,0.010261,0.000164,-0.000156
0.009765,-0.000094,340.950517,1.669077,-0.009257,-0.022086,0.009854,0.000157,-0.000147
0.009647,-0.000141,341.950372,1.678726,-0.009103,-0.022228,0.009446,0.00015,-0.000138
0.009483,-0.000187,342.950227,1.687968,-0.008956,-0.022361,0.00904,0.000144,-0.000129
0.009274,-0.00023,343.950082,1.696804,-0.008814,-0.022485,0.008636,0.000139,-0.000121
0.009023,-0.000271,344.949937,1.705239,-0.008678,-0.022602,0.008235,0.000134,-0.000113
0.008733,-0.000308,345.949792,1.713275,-0.008546,-0.022712,0.00784,0.000129,-0.000106
0.008408,-0.000342,346.949647,1.720919,-0.008419,-0.022815,0.00745,0.000125,-0.0001
0.008051,-0.000371,347.949502,1.728175,-0.008297,-0.022913,0.007066,0.00012,-0.000095
0.007667,-0.000397,348.949356,1.735052,-0.00818,-0.023005,0.00669,0.000114,-0.00009
0.007259,-0.000418,349.949211,1.741558,-0.008069,-0.023092,0.006323,0.000108,-0.000085
0.006833,-0.000435,350.949066,1.7477,-0.007963,-0.023175,0.005964,0.000102,-0.000081
0.006391,-0.000448,351.948921,1.75349,-0.007864,-0.023255,0.005616,0.000096,-0.000078
0.005939,-0.000457,352.948776,1.758935,-0.007772,-0.023331,0.005278,0.000089,-0.000075
0.005479,-0.000462,353.948631,1.764049,-0.007687,-0.023404,0.00495,0.000082,-0.000072
0.005015,-0.000465,354.948486,1.76884,-0.007609,-0.023475,0.004634,0.000075,-0.000069
0.00455,-0.000465,355.948341,1.773322,-0.007538,-0.023542,0.00433,0.000068,-0.000067
0.004085,-0.000465,356.948196,1.777505,-0.007474,-0.023608,0.004037,0.00006,-0.000064
0.003621,-0.000463,357.94805,1.781401,-0.007417,-0.023671,0.003757,0.000053,-0.000062
0.003161,-0.000458,358.947905,1.785024,-0.007367,-0.023732,0.003489,0.000047,-0.00006
0.002705,-0.000453,359.94776,1.788385,-0.007323,-0.023791,0.003234,0.00004,-0.000058
0.002256,-0.000446,360.947615,1.791497,-0.007286,-0.023847,0.002991,0.000034,-0.000056
0.001814,-0.000439,361.94747,1.794372,-0.007256,-0.023902,0.00276,0.000028,-0.000054
0.001378,-0.000432,362.947325,1.797022,-0.007231,-0.023955,0.002541,0.000022,-0.000052
0.000949,-0.000426,363.94718,1.799459,-0.007212,-0.024006,0.002335,0.000016,-0.00005
0.000526,-0.000421,364.947035,1.801696,-0.007199,-0.024054,0.00214,0.00001,-0.000048
0.000107,-0.000416,365.94689,1.803744,-0.007192,-0.024101,0.001957,0.000005,-0.000046
-0.000306,-0.000411,366.946744,1.805615,-0.007189,-0.024146,0.001785,0,-0.000044
-0.000715,-0.000407,367.946599,1.807318,-0.007192,-0.024189,0.001623,-0.000005,-0.000042
-0.00112,-0.000402,368.946454,1.808865,-0.007199,-0.024231,0.001472,-0.00001,-0.00004
-0.001518,-0.000396,369.946309,1.810266,-0.007212,-0.02427,0.001331,-0.000015,-0.000038
-0.00191,-0.000388,370.946164,1.811531,-0.007229,-0.024307,0.001198,-0.00002,-0.000037
-0.002295,-0.00038,371.946019,1.812667,-0.007251,-0.024343,0.001075,-0.000024,-0.000035
-0.002669,-0.000369,372.945874,1.813684,-0.007278,-0.024377,0.00096,-0.000029,-0.000033
-0.003031,-0.000355,373.945729,1.81459,-0.007309,-0.024409,0.000852,-0.000034,-0.000031
-0.003378,-0.000339,374.945584,1.815391,-0.007345,-0.024439,0.000751,-0.000039,-0.000029
-0.003708,-0.00032,375.945438,1.816094,-0.007387,-0.024467,0.000656,-0.000044,-0.000027
-0.004016,-0.000296,376.945293,1.816706,-0.007433,-0.024494,0.000567,-0.000048,-0.000026
-0.0043,-0.000271,377.945148,1.817231,-0.007483,-0.024518,0.000484,-0.000053,-0.000024
-0.004557,-0.000244,378.945003,1.817675,-0.007539,-0.024541,0.000405,-0.000058,-0.000022
-0.004788,-0.000217,379.944858,1.818043,-0.0076,-0.024563,0.000331,-0.000064,-0.00002
-0.004992,-0.000192,380.944713,1.818339,-0.007666,-0.024582,0.00026,-0.000069,-0.000019
-0.005173,-0.000169,381.944568,1.818566,-0.007738,-0.0246,0.000194,-0.000074,-0.000017
-0.005331,-0.000148,382.944423,1.818727,-0.007814,-0.024616,0.00013,-0.000079,-0.000015
-0.005469,-0.000129,383.944278,1.818827,-0.007897,-0.02463,0.00007,-0.000085,-0.000013
-0.00559,-0.000114,384.944132,1.818868,-0.007985,-0.024643,0.000012,-0.000091,-0.000012
-0.005697,-0.0001,385.943987,1.818852,-0.008078,-0.024654,-0.000043,-0.000096,-0.00001
-0.005791,-0.000089,386.943842,1.818783,-0.008177,-0.024663,-0.000095,-0.000102,-0.000008
-0.005876,-0.00008,387.943697,1.818663,-0.008282,-0.024671,-0.000145,-0.000108,-0.000007
-0.005953,-0.000073,388.943552,1.818494,-0.008393,-0.024677,-0.000193,-0.000114,-0.000005
-0.006023,-0.000068,389.943407,1.818278,-0.00851,-0.024681,-0.000238,-0.00012,-0.000004
-0.006088,-0.000063,390.943262,1.818018,-0.008633,-0.024684,-0.000281,-0.000126,-0.000002
-0.006149,-0.000059,391.943117,1.817716,-0.008761,-0.024685,-0.000322,-0.000132,-0.000001
-0.006207,-0.000056,392.942972,1.817375,-0.008896,-0.024685,-0.000361,-0.000138,0.000001
-0.006262,-0.000053,393.942826,1.816996,-0.009037,-0.024683,-0.000397,-0.000144,0.000003
-0.006314,-0.000051,394.942681,1.816582,-0.009184,-0.02468,-0.000431,-0.00015,0.000004
-0.006364,-0.000048,395.942536,1.816135,-0.009338,-0.024675,-0.000463,-0.000156,0.000006
-0.00641,-0.000045,396.942391,1.815657,-0.009497,-0.024669,-0.000492,-0.000162,0.000007
-0.006454,-0.000042,397.942246,1.815152,-0.009662,-0.024661,-0.00052,-0.000168,0.000009
-0.006494,-0.000039,398.942101,1.81462,-0.009833,-0.024652,-0.000544,-0.000174,0.00001
-0.006531,-0.000035,399.941956,1.814064,-0.01001,-0.024641,-0.000567,-0.00018,0.000011
-0.006564,-0.00003,400.941811,1.813487,-0.010193,-0.024629,-0.000587,-0.000186,0.000013
-0.006592,-0.000026,401.941666,1.812891,-0.010382,-0.024615,-0.000605,-0.000192,0.000014
-0.006615,-0.000021,402.94152,1.812277,-0.010577,-0.0246,-0.000621,-0.000198,0.000016
-0.006632,-0.000015,403.941375,1.811649,-0.010778,-0.024584,-0.000635,-0.000204,0.000017
-0.006645,-0.000009,404.94123,1.811009,-0.010985,-0.024567,-0.000646,-0.00021,0.000018
-0.006651,-0.000003,405.941085,1.810358,-0.011198,-0.024548,-0.000655,-0.000216,0.000019
-0.006651,0.000003,406.94094,1.8097,-0.011416,-0.024528,-0.000662,-0.000221,0.000021
-0.006644,0.00001,407.940795,1.809036,-0.01164,-0.024507,-0.000667,-0.000227,0.000022
-0.00663,0.000017,408.94065,1.808368,-0.01187,-0.024485,-0.000669,-0.000233,0.000023
-0.006609,0.000024,409.940505,1.807698,-0.012105,-0.024461,-0.00067,-0.000238,0.000024
-0.006581,0.000032,410.94036,1.807029,-0.012346,-0.024437,-0.000668,-0.000243,0.000025
-0.006546,0.000039,411.940214,1.806364,-0.012592,-0.024412,-0.000664,-0.000248,0.000026
-0.006503,0.000047,412.940069,1.805703,-0.012842,-0.024385,-0.000658,-0.000253,0.000027
-0.006452,0.000054,413.939924,1.80505,-0.013098,-0.024358,-0.000649,-0.000257,0.000028
-0.006395,0.000061,414.939779,1.804405,-0.013357,-0.02433,-0.000639,-0.000261,0.000029
-0.00633,0.000068,415.939634,1.803773,-0.01362,-0.024301,-0.000626,-0.000265,0.000029
-0.006258,0.000075,416.939489,1.803154,-0.013887,-0.024271,-0.000612,-0.000269,0.00003
-0.00618,0.000081,417.939344,1.802551,-0.014158,-0.024241,-0.000595,-0.000273,0.000031
-0.006095,0.000087,418.939199,1.801966,-0.014432,-0.024209,-0.000576,-0.000276,0.000032
-0.006006,0.000092,419.939054,1.801401,-0.01471,-0.024178,-0.000555,-0.00028,0.000032
-0.005912,0.000096,420.938908,1.800858,-0.014992,-0.024145,-0.000531,-0.000283,0.000033
-0.005814,0.000099,421.938763,1.800339,-0.015276,-0.024112,-0.000506,-0.000286,0.000033
-0.005714,0.000101,422.938618,1.799847,-0.015564,-0.024079,-0.000478,-0.000289,0.000034
-0.005612,0.000102,423.938473,1.799384,-0.015855,-0.024045,-0.000449,-0.000292,0.000034
-0.00551,0.000102,424.938328,1.798951,-0.016148,-0.02401,-0.000417,-0.000295,0.000034
-0.005409,0.0001,425.938183,1.79855,-0.016444,-0.023976,-0.000384,-0.000298,0.000035
-0.00531,0.000098,426.938038,1.798184,-0.016743,-0.023941,-0.000349,-0.0003,0.000035
-0.005213,0.000095,427.937893,1.797854,-0.017044,-0.023906,-0.000312,-0.000302,0.000035
-0.00512,0.000091,428.937748,1.797561,-0.017347,-0.023871,-0.000273,-0.000304,0.000035
-0.005031,0.000087,429.937602,1.797308,-0.017652,-0.023835,-0.000233,-0.000306,0.000035
-0.004946,0.000083,430.937457,1.797095,-0.017959,-0.0238,-0.000192,-0.000307,0.000035
-0.004864,0.000081,431.937312,1.796924,-0.018267,-0.023764,-0.00015,-0.000309,0.000035
-0.004784,0.00008,432.937167,1.796796,-0.018576,-0.023729,-0.000106,-0.00031,0.000035
-0.004704,0.000082,433.937022,1.796713,-0.018886,-0.023694,-0.000061,-0.00031,0.000035
-0.00462,0.000087,434.936877,1.796674,-0.019196,-0.023659,-0.000016,-0.000311,0.000035
-0.004529,0.000097,435.936732,1.796681,-0.019507,-0.023624,0.00003,-0.000311,0.000035
-0.004424,0.000112,436.936587,1.796735,-0.019819,-0.023589,0.000077,-0.000311,0.000035
-0.004302,0.000133,437.936442,1.796836,-0.02013,-0.023554,0.000125,-0.000312,0.000035
-0.004158,0.000158,438.936296,1.796984,-0.020442,-0.02352,0.000173,-0.000312,0.000034
-0.003986,0.000187,439.936151,1.797181,-0.020753,-0.023486,0.000222,-0.000312,0.000034
-0.003783,0.000218,440.936006,1.797428,-0.021065,-0.023452,0.000271,-0.000312,0.000034
-0.003548,0.000251,441.935861,1.797724,-0.021377,-0.023418,0.000322,-0.000312,0.000033
-0.00328,0.000284,442.935716,1.798072,-0.021689,-0.023385,0.000374,-0.000312,0.000033
-0.00298,0.000316,443.935571,1.798473,-0.022001,-0.023353,0.000428,-0.000312,0.000032
-0.00265,0.000344,444.935426,1.798929,-0.022313,-0.02332,0.000483,-0.000312,0.000032
-0.002293,0.000368,445.935281,1.79944,-0.022624,-0.023289,0.000541,-0.000312,0.000031
-0.001915,0.000386,446.935136,1.800012,-0.022935,-0.023258,0.000601,-0.000311,0.00003
-0.001523,0.000398,447.93499,1.800645,-0.023246,-0.023228,0.000665,-0.00031,0.00003
-0.001121,0.000403,448.934845,1.801343,-0.023555,-0.023199,0.000732,-0.000309,0.000029
-0.000719,0.0004,449.9347,1.802111,-0.023864,-0.023171,0.000804,-0.000307,0.000028
-0.000323,0.00039,450.934555,1.802953,-0.02417,-0.023143,0.00088,-0.000306,0.000027
0.000059,0.000374,451.93441,1.803873,-0.024475,-0.023117,0.00096,-0.000304,0.000025
0.000423,0.000352,452.934265,1.804876,-0.024777,-0.023093,0.001046,-0.000302,0.000024
0.000762,0.000326,453.93412,1.805968,-0.025078,-0.023069,0.001138,-0.000299,0.000023
0.001075,0.000299,454.933975,1.807154,-0.025375,-0.023047,0.001235,-0.000296,0.000021
0.001359,0.000271,455.93383,1.808441,-0.02567,-0.023027,0.001339,-0.000293,0.000019
0.001617,0.000246,456.933684,1.809835,-0.025961,-0.023008,0.001448,-0.00029,0.000018
0.001852,0.000224,457.933539,1.811341,-0.026248,-0.022992,0.001564,-0.000286,0.000016
0.002066,0.000207,458.933394,1.812965,-0.026532,-0.022977,0.001686,-0.000282,0.000014
0.002267,0.000195,459.933249,1.814714,-0.026812,-0.022964,0.001813,-0.000278,0.000012
0.002459,0.00019,460.933104,1.816594,-0.027087,-0.022954,0.001946,-0.000273,0.000009
0.002649,0.000191,461.932959,1.818609,-0.027358,-0.022946,0.002085,-0.000269,0.000007
0.002843,0.000197,462.932814,1.820766,-0.027624,-0.02294,0.002229,-0.000264,0.000005
0.003044,0.000207,463.932669,1.823068,-0.027886,-0.022936,0.002377,-0.000259,0.000002
0.003257,0.00022,464.932524,1.825522,-0.028142,-0.022936,0.002531,-0.000253,-0.000001
0.003484,0.000233,465.932378,1.828131,-0.028392,-0.022938,0.002688,-0.000248,-0.000003
0.003723,0.000245,466.932233,1.830899,-0.028637,-0.022942,0.002849,-0.000242,-0.000006
0.003972,0.000254,467.932088,1.83383,-0.028876,-0.02295,0.003014,-0.000236,-0.000009
0.00423,0.000261,468.931943,1.836928,-0.02911,-0.02296,0.003182,-0.00023,-0.000011
0.004493,0.000264,469.931798,1.840194,-0.029337,-0.022973,0.003353,-0.000224,-0.000014
0.004757,0.000265,470.931653,1.843633,-0.029557,-0.022988,0.003526,-0.000217,-0.000017
0.005021,0.000262,471.931508,1.847246,-0.029771,-0.023007,0.003701,-0.000211,-0.00002
0.005281,0.000257,472.931363,1.851034,-0.029978,-0.023027,0.003878,-0.000204,-0.000022
0.005534,0.000249,473.931218,1.855001,-0.030178,-0.023051,0.004056,-0.000196,-0.000025
0.005778,0.000238,474.931072,1.859146,-0.030371,-0.023077,0.004235,-0.000189,-0.000027
0.006009,0.000225,475.930927,1.863471,-0.030556,-0.023105,0.004416,-0.000181,-0.000029
0.006226,0.000209,476.930782,1.867976,-0.030733,-0.023134,0.004596,-0.000173,-0.000031
0.006427,0.000191,477.930637,1.872661,-0.030902,-0.023166,0.004776,-0.000165,-0.000032
0.006608,0.000172,478.930492,1.877527,-0.031063,-0.023199,0.004956,-0.000158,-0.000034
0.00677,0.000151,479.930347,1.882573,-0.031217,-0.023233,0.005136,-0.00015,-0.000034
0.006909,0.000128,480.930202,1.887796,-0.031363,-0.023268,0.005314,-0.000143,-0.000035
0.007026,0.000105,481.930057,1.893197,-0.031503,-0.023302,0.00549,-0.000137,-0.000035
0.007118,0.00008,482.929912,1.898774,-0.031637,-0.023337,0.005664,-0.000131,-0.000034
0.007186,0.000055,483.929766,1.904523,-0.031766,-0.02337,0.005836,-0.000126,-0.000032
0.007228,0.000029,484.929621,1.910442,-0.03189,-0.023401,0.006004,-0.000123,-0.00003
0.007244,0.000004,485.929476,1.916528,-0.032013,-0.02343,0.006169,-0.000121,-0.000027
0.007235,-0.000022,486.929331,1.922777,-0.032133,-0.023455,0.00633,-0.000121,-0.000023
0.007201,-0.000046,487.929186,1.929184,-0.032254,-0.023476,0.006487,-0.000121,-0.000018
0.007143,-0.000069,488.929041,1.935746,-0.032377,-0.023491,0.006638,-0.000123,-0.000012
0.007063,-0.00009,489.928896,1.942457,-0.032501,-0.0235,0.006784,-0.000126,-0.000006
0.006963,-0.000109,490.928751,1.94931,-0.032629,-0.023502,0.006925,-0.00013,0.000002
0.006846,-0.000125,491.928606,1.956301,-0.03276,-0.023496,0.007059,-0.000133,0.000011
0.006714,-0.000138,492.92846,1.963422,-0.032895,-0.02348,0.007186,-0.000137,0.00002
0.006571,-0.000148,493.928315,1.970667,-0.033033,-0.023456,0.007306,-0.000139,0.00003
0.00642,-0.000153,494.92817,1.978029,-0.033173,-0.023421,0.00742,-0.000141,0.00004
0.006266,-0.000155,495.928025,1.985501,-0.033315,-0.023376,0.007526,-0.000142,0.00005
0.006111,-0.000153,496.92788,1.993075,-0.033457,-0.023321,0.007624,-0.000142,0.00006
0.00596,-0.000149,497.927735,2.000743,-0.033599,-0.023257,0.007715,-0.000142,0.000069
0.005815,-0.000141,498.92759,2.008499,-0.033741,-0.023183,0.007798,-0.000142,0.000078
0.005679,-0.000131,499.927445,2.016334,-0.033882,-0.023101,0.007875,-0.000141,0.000086
0.005554,-0.00012,500.9273,2.024242,-0.034024,-0.023011,0.007943,-0.000142,0.000094
0.00544,-0.000109,501.927154,2.032215,-0.034166,-0.022914,0.008005,-0.000143,0.0001
0.005336,-0.000099,502.927009,2.040247,-0.03431,-0.022811,0.00806,-0.000146,0.000106
0.005241,-0.000091,503.926864,2.048331,-0.034459,-0.022703,0.008109,-0.000151,0.000111
0.005153,-0.000087,504.926719,2.05646,-0.034613,-0.022589,0.008152,-0.000157,0.000116
0.005066,-0.000087,505.926574,2.06463,-0.034774,-0.022472,0.00819,-0.000166,0.00012
0.004977,-0.000092,506.926429,2.072835,-0.034947,-0.02235,0.008222,-0.000178,0.000123
0.00488,-0.000102,507.926284,2.08107,-0.035131,-0.022225,0.00825,-0.000191,0.000127
0.004771,-0.000116,508.926139,2.089331,-0.03533,-0.022096,0.008274,-0.000207,0.000131
0.004647,-0.000132,509.925994,2.097614,-0.035546,-0.021963,0.008294,-0.000224,0.000135
0.004506,-0.00015,510.925848,2.105916,-0.035778,-0.021826,0.008311,-0.000241,0.00014
0.004348,-0.000166,511.925703,2.114233,-0.036027,-0.021684,0.008325,-0.000258,0.000145
0.004175,-0.00018,512.925558,2.122562,-0.036294,-0.021536,0.008337,-0.000275,0.000151
0.00399,-0.00019,513.925413,2.130902,-0.036576,-0.021381,0.008346,-0.00029,0.000158
0.003797,-0.000196,514.925268,2.139251,-0.036872,-0.021219,0.008353,-0.000303,0.000166
0.0036,-0.000197,515.925123,2.147606,-0.03718,-0.021048,0.008359,-0.000313,0.000176
0.003404,-0.000195,516.924978,2.155965,-0.037498,-0.020867,0.008363,-0.000321,0.000186
0.003212,-0.000189,517.924833,2.164328,-0.037821,-0.020675,0.008365,-0.000325,0.000197
0.003027,-0.000181,518.924688,2.172693,-0.038147,-0.020472,0.008367,-0.000327,0.000209
0.00285,-0.000173,519.924542,2.181059,-0.038472,-0.020258,0.008367,-0.000324,0.000221
0.002681,-0.000165,520.924397,2.189424,-0.038794,-0.020031,0.008366,-0.000319,0.000233
0.002519,-0.000159,521.924252,2.197788,-0.039108,-0.019791,0.008364,-0.000311,0.000245
